@RELATION sms

@ATTRIBUTE class {spam, ham}
@ATTRIBUTE length NUMERIC
@ATTRIBUTE spec_char NUMERIC
@ATTRIBUTE is_cap NUMERIC
@ATTRIBUTE digits NUMERIC
@ATTRIBUTE message STRING

@DATA
ham, 30, 2, 1, 0, "Prepare to be pleasured :)"
ham, 29, 6, 2, 0, "Ok... Ur typical reply..."
ham, 59, 2, 2, 0, "Haf u found him? I feel so stupid da v cam was working."
ham, 44, 1, 1, 0, "As in i want custom officer discount oh."
ham, 63, 2, 2, 0, "You know there is. I shall speak to you in  #  minutes then"
ham, 30, 1, 2, 0, "Babe, I need your advice"
ham, 30, 2, 2, 0, "Wat uniform? In where get?"
ham, 41, 2, 2, 0, "Check wid corect speling i.e. Sarcasm"
ham, 57, 8, 2, 1, "Yeah, that's fine! It's £6 to get in, is that ok? "
ham, 57, 2, 3, 0, "My uncles in Atlanta. Wish you guys a great semester."
ham, 59, 2, 1, 0, "We'll you pay over like  # yrs so its not too difficult"
ham, 41, 0, 1, 0, "Dont put your phone on silent mode ok"
ham, 45, 3, 3, 0, "Cool, I'll text you when I'm on the way"
ham, 155, 12, 4, 0, "Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor..."
ham, 35, 7, 1, 0, "S s..first time..dhoni rocks..."
ham, 26, 3, 1, 0, "Send me your resume:-)"
ham, 96, 3, 3, 1, "How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day"
ham, 42, 1, 1, 0, "Hi mom we might be back later than  # "
ham, 33, 6, 2, 0, "Ok thanx... Take care then..."
ham, 46, 1, 1, 0, "Just wondering, the others just took off"
ham, 37, 1, 1, 0, "Near kalainar tv office.thenampet"
ham, 114, 5, 4, 0, "I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed."
ham, 114, 4, 3, 2, "Do 1 thing! Change that sentence into: Because i want 2 concentrate in my educational career im leaving here.."
ham, 47, 3, 3, 0, "Oh god. I'm gonna Google nearby cliffs now."
ham, 67, 7, 2, 0, "Well, i'm gonna finish my bath now. Have a good...fine night."
ham, 163, 16, 4, 0, "I can’t wait for cornwall. Hope tonight isn’t too bad as well but it’s rock night. Anyway i’m going for a kip now have a good night. Speak to you soon."
spam, 163, 6, 18, 19, "FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+"
spam, 142, 13, 26, 13, "lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468"
ham, 120, 4, 2, 0, "Pls what's the full name of joke's school cos fees in university of florida seem to actually be  # k. Pls holla back"
ham, 447, 19, 78, 1, "#  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, & HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  #  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
spam, 158, 9, 3, 22, "You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) "
ham, 102, 3, 3, 0, "I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way."
ham, 136, 13, 8, 3, "Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks you* Did you go to the gym too ?"
ham, 29, 1, 1, 0, "You still coming tonight?"
ham, 59, 1, 3, 0, "Oh ho. Is this the first time u use these type of words"
ham, 37, 1, 1, 0, "But pls dont play in others life."
ham, 174, 10, 11, 0, "I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham, 80, 2, 2, 0, "Its worse if if uses half way then stops. Its better for him to complete it."
ham, 30, 1, 2, 0, "Rofl. Its true to its name"
spam, 159, 5, 29, 21, "Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16"
ham, 33, 1, 2, 0, "K tell me anything about you."
ham, 82, 2, 4, 0, "Just checking in on you. Really do miss seeing Jeremiah. Do have a great month"
ham, 36, 2, 2, 0, "Thanks, I'll keep that in mind"
ham, 98, 7, 1, 0, "Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane.."
spam, 139, 6, 13, 5, "This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only"
ham, 28, 2, 2, 0, "Sorry, I'll call later"
ham, 154, 4, 4, 2, "This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola"
spam, 111, 3, 9, 11, "Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821"
ham, 23, 2, 1, 0, "Dai  #  naal eruku."
ham, 163, 10, 5, 2, "Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham, 38, 1, 2, 0, "You know what hook up means right?"
ham, 334, 5, 4, 1, "I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  #  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that."
ham, 111, 7, 2, 0, "Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham, 28, 1, 1, 0, "Networking job is there."
ham, 52, 2, 1, 0, "Do u hav any frnd by name ashwini in ur college?"
ham, 29, 4, 1, 0, "Call me when u're done..."
ham, 69, 4, 2, 0, "No problem. We will be spending a lot of quality time together..."
ham, 57, 2, 3, 0, "All sounds good. Fingers . Makes it difficult to type"
ham, 165, 10, 12, 0, "Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham, 56, 2, 1, 0, "Have your lunch and come quickly and open the door:)"
ham, 119, 6, 5, 0, "excellent. I spent  #  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?"
spam, 166, 7, 9, 14, "FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham, 80, 3, 1, 3, "I'll pick you up at about 5.15pm to go to taunton if you still want to come."
ham, 53, 1, 3, 0, "The battery is for mr adewale my uncle. Aka Egbon"
spam, 45, 2, 12, 0, "RCT' THNQ Adrian for U text. Rgds Vatian"
ham, 36, 0, 3, 0, "I know a few people I can hit up"
ham, 78, 6, 3, 0, "Yes princess! I want to please you every night. Your wish is my command..."
ham, 81, 4, 2, 0, "Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
ham, 46, 1, 2, 0, "By monday next week. Give me the full gist"
ham, 30, 3, 1, 0, "I'm in chennai velachery:)"
ham, 31, 4, 0, 0, "aathi..where are you dear.."
ham, 35, 1, 1, 0, "You getting back any time soon?"
ham, 69, 1, 0, 0, "u collecting ur laptop then going to configure da settings izzit?"
ham, 71, 1, 1, 0, "* Will have two more cartons off u and is very pleased with shelves"
ham, 67, 2, 2, 0, "Come to my home for one last time i wont do anything. Trust me."
ham, 172, 9, 10, 0, "Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams & Life is empty without frnds.. So Alwys Be In Touch. Good night & sweet dreams"
ham, 43, 1, 2, 0, "Are you angry with me. What happen dear"
ham, 27, 0, 1, 0, "Am in gobi arts college"
ham, 80, 3, 2, 1, "I'm still looking for a car to buy. And have not gone 4the driving test yet."
ham, 51, 2, 1, 0, "Doing nothing, then u not having dinner w us?"
ham, 49, 2, 2, 0, "Am I the only one who doesn't stalk profiles?"
ham, 95, 5, 5, 0, "How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!"
ham, 68, 3, 1, 0, "I shall book chez jules for half eight, if that's ok with you?"
spam, 83, 3, 3, 11, "Sorry I missed your call let's talk when you have the time. I'm on 07090201529"
ham, 68, 3, 2, 0, "Great to hear you are settling well. So what's happenin wit ola?"
ham, 29, 4, 1, 0, "K:)eng rocking in ashes:)"
spam, 168, 11, 14, 11, "Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg"
ham, 125, 7, 6, 1, "I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?"
ham, 28, 1, 1, 0, "S but not able to sleep."
ham, 56, 2, 2, 0, "I am in hospital da. . I will return home in evening"
ham, 88, 2, 1, 0, "It's justbeen overa week since we broke up and already our brains are going to mush!"
ham, 54, 5, 1, 0, "Gud gud..k, chikku tke care.. sleep well gud nyt"
ham, 49, 1, 3, 0, "You're right I have now that I think about it"
ham, 42, 1, 2, 0, "How are you. Wish you a great semester"
ham, 75, 8, 3, 1, "Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
ham, 61, 3, 1, 1, "I doubt you could handle 5 times per night in any case..."
ham, 26, 4, 1, 1, "Lil fever:) now fine:)"
spam, 141, 9, 18, 29, "PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04"
spam, 75, 1, 5, 0, "This message is brought to you by GMW Ltd. and is not connected to the"
ham, 69, 3, 1, 0, "Text me when you get off, don't call, my phones having problems"
ham, 74, 3, 5, 0, "Omg I want to scream. I weighed myself and I lost more weight! Woohoo!"
ham, 109, 3, 3, 0, "You give us back my id proof and  #  rs. We wont allow you to work. We will come to your home within days"
ham, 52, 1, 1, 0, "Can you do a mag meeting this avo at some point?"
ham, 50, 4, 1, 0, "I jokin oni lar.. u busy then i wun disturb u."
ham, 7, 1, 1, 0, "Ok."
ham, 84, 9, 3, 0, "No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one..."
ham, 59, 2, 3, 0, "Dizzamn, aight I'll ask my suitemates when I get back"
ham, 52, 1, 1, 1, "Huh but i cant go 2 ur house empty handed right?"
ham, 77, 2, 1, 0, "Sorry completely forgot * will pop em round this week if your still here?"
ham, 35, 1, 2, 0, "I'll text you when I drop x off"
ham, 249, 14, 11, 0, "Plz note: if anyone calling from a mobile Co. & asks u to type # #  or # # . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham, 43, 0, 1, 0, "How much would it cost to hire a hitman"
ham, 163, 16, 7, 0, "I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham, 118, 6, 5, 0, "Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham, 91, 3, 3, 0, "I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
ham, 48, 2, 2, 2, "Taka lor. Wat time u wan 2 come n look 4 us?"
ham, 152, 5, 5, 0, "When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit."
ham, 36, 7, 1, 0, "K...k...yesterday i was in cbe ."
ham, 55, 2, 1, 0, "If india win or level series means this is record:)"
ham, 138, 13, 4, 0, "Evening * v good if somewhat event laden. Will fill you in, don't you worry ... Head * ok but throat * wrecked. See you at six then!"
ham, 41, 2, 2, 0, "#  am I think? Should say on syllabus"
ham, 90, 6, 2, 0, "Hmm...my uncle just informed me that he's paying the school directly. So pls buy food."
ham, 27, 1, 1, 0, "How much for an eighth?"
ham, 34, 3, 1, 0, "Wake me up at  #  am morning:)"
spam, 163, 10, 24, 18, "SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham, 17, 4, 1, 0, "We're done..."
ham, 81, 6, 2, 0, "Can come my room but cannot come my house cos my house still messy... Haha..."
ham, 36, 5, 2, 0, "Mmmm.... I cant wait to lick it!"
ham, 43, 1, 1, 1, "K then 2marrow are you coming to class."
ham, 28, 0, 1, 0, "Sent me ur email id soon"
spam, 167, 5, 16, 25, "From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more"
ham, 33, 1, 3, 0, "I am late. I will be there at"
ham, 30, 1, 1, 0, "U know we watchin at lido?"
ham, 26, 4, 1, 0, "Bugis oso near wat... "
ham, 35, 1, 1, 0, "Night night, see you tomorrow"
ham, 74, 0, 2, 0, "Sorry about that this is my mates phone and i didnt write it love Kate"
ham, 96, 2, 2, 3, "Sorry light turned green, I meant another friend wanted  #  worth but he may not be around"
ham, 31, 2, 2, 0, "I'm fine. Hope you are also"
ham, 47, 1, 1, 1, "If you r @ home then come down within 5 min"
ham, 123, 3, 3, 0, "No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u"
ham, 26, 6, 2, 0, "Hi' Test on  # rd ...."
ham, 67, 1, 1, 0, "not that I know of, most people up here are still out of town"
spam, 153, 10, 19, 4, "In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
ham, 64, 1, 2, 0, "K, I might come by tonight then if my class lets out early"
ham, 58, 3, 1, 0, "Aiyah ok wat as long as got improve can already wat..."
ham, 159, 8, 10, 0, "Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
ham, 54, 0, 1, 1, "Oh god i am happy to see your message after 3 days"
ham, 79, 2, 2, 0, "Not course. Only maths one day one chapter with in one month we can finish."
ham, 72, 1, 2, 0, "How. Its a little difficult but its a simple way to enter this place"
ham, 299, 24, 10, 0, "Oh! no, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The sleep on a couch link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
ham, 16, 1, 1, 0, "Ok c u then."
ham, 83, 3, 3, 0, "Sir, I need Velusamy sir's date of birth and company bank facilities details."
ham, 40, 4, 1, 0, "Okay, good, no problem, and thanx!"
ham, 103, 3, 3, 1, "Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
ham, 43, 4, 1, 0, "Really good:)dhanush rocks once again:)"
ham, 111, 1, 79, 3, "THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C"
ham, 161, 6, 11, 0, "The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham, 97, 6, 6, 0, "Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday."
ham, 185, 11, 3, 0, "Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam, 162, 7, 7, 7, "Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
ham, 44, 0, 1, 0, "happened here while you were adventuring"
ham, 64, 2, 2, 0, "Ask g or iouri, I've told the story like ten times already"
ham, 28, 2, 2, 0, "Sorry, I'll call later"
spam, 125, 7, 19, 19, "Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!"
ham, 71, 1, 2, 3, "Dont know supports srt i thnk. I think ps3 can play through usb too"
spam, 167, 12, 12, 24, "Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham, 60, 0, 1, 0, "But you were together so you should be thinkin about him"
ham, 89, 8, 2, 0, "Yes ammae....life takes lot of turns you can only sit and try to hold the steering..."
ham, 63, 6, 4, 0, "Happy birthday to you....dear.with lots of love.rakhesh NRI"
ham, 62, 3, 2, 1, "U wake up already? Thanx 4 e tau sar piah it's quite nice."
spam, 139, 4, 48, 17, "* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw"
ham, 40, 2, 3, 0, "I'm in a meeting, call me later at"
spam, 159, 4, 48, 23, "YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
ham, 90, 4, 3, 0, "I don know account details..i will ask my mom and send you.my mom is out of reach now."
ham, 103, 4, 3, 1, "Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe."
ham, 58, 3, 2, 0, "Yes I know the cheesy songs from frosty the snowman :)"
ham, 79, 9, 3, 0, "Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh."
ham, 21, 3, 0, 2, "10 min later k..."
ham, 117, 1, 3, 0, "What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want."
ham, 112, 11, 73, 1, "THAT’S ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DON’T WORRY.C U L8TR HUN!LOVE Yaxxx"
ham, 157, 11, 24, 0, "Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
ham, 50, 3, 1, 0, "Oh k.i think most of wi and nz players unsold."
ham, 230, 9, 8, 0, "Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
ham, 76, 0, 1, 0, "Does she usually take fifteen minutes to respond to a yes or no question"
ham, 52, 9, 2, 0, "It,,s a taxt massage....tie-pos argh ok! Lool!"
spam, 77, 6, 2, 27, "449050000301 You have won a £2,000 price! To claim, call 09050000301."
ham, 81, 2, 2, 0, "Even my brother is not like to speak with me. They treat me like aids patent."
ham, 72, 4, 2, 0, "It's fine, imma get a drink or somethin. Want me to come find you?"
ham, 90, 6, 2, 0, "Watching cartoon, listening music & at eve had to go temple & church.. What about u?"
ham, 95, 1, 1, 0, "Dai i downloaded but there is only exe file which i can only run that exe after installing."
ham, 54, 7, 2, 4, "Until 545 lor... Ya, can go 4 dinner together..."
ham, 88, 3, 4, 0, "A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol"
ham, 79, 6, 2, 0, "Happy birthday... May u find ur prince charming soon n dun work too hard..."
ham, 30, 1, 1, 0, "Fine i miss you very much."
ham, 51, 2, 2, 0, "Do have a nice day today. I love you so dearly."
ham, 30, 1, 1, 0, "I'll meet you in the lobby"
ham, 65, 2, 1, 0, "Probably gonna be here for a while, see you later tonight )"
ham, 38, 7, 2, 0, "Haha okay... Today weekend leh... "
ham, 58, 5, 1, 0, "Shuhui has bought ron's present it's a swatch watch..."
ham, 62, 3, 2, 0, "Thanks  and ! Or bomb and date as my phone wanted to say! "
ham, 56, 2, 17, 1, "A boy was late 2 home. His father: POWER OF FRNDSHIP"
ham, 148, 2, 1, 0, "Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself.."
ham, 160, 16, 36, 0, "Honeybee Said: *I'm d Sweetest in d World* God Laughed & Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham, 64, 3, 2, 0, "His frens go then he in lor. Not alone wif my mum n sis lor."
ham, 29, 2, 0, 0, "u dun need to pick ur gf?"
ham, 147, 6, 7, 0, "I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me.."
spam, 170, 6, 18, 23, "8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+"
ham, 166, 5, 18, 2, "Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime"
ham, 27, 1, 1, 0, "Oh all have to come ah?"
ham, 59, 2, 2, 0, "Is it your yahoo boys that bring in the perf? Or legal."
ham, 58, 0, 1, 0, "Hey we can go jazz power yoga hip hop kb and yogasana "
ham, 152, 12, 4, 0, "oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight"
ham, 15, 3, 1, 0, "Anything..."
ham, 155, 8, 18, 0, "HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  # .Call Ms.Suman  #  for Telephonic interview -via Indyarocks.com"
ham, 115, 2, 2, 0, "It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool."
ham, 167, 4, 2, 2, "Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!"
ham, 38, 1, 1, 0, "Am not interested to do like that."
ham, 158, 8, 11, 0, "Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish."
spam, 77, 2, 2, 11, "Missed call alert. These numbers called but left no message. 07008009200"
spam, 163, 11, 26, 18, "Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
ham, 71, 1, 2, 0, "Infact happy new year. How are you where are you when are we seeing"
ham, 117, 6, 5, 0, "Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas"
ham, 40, 0, 1, 0, "Remember to ask alex about his pizza"
ham, 250, 9, 4, 0, "Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham, 36, 3, 1, 0, "Why didn't u call on your lunch?"
ham, 107, 6, 3, 1, "Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?"
ham, 101, 6, 2, 1, "Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat..."
ham, 35, 2, 1, 0, "I told your number to gautham.."
ham, 46, 4, 1, 0, "Its too late:)but its k.wish you the same."
ham, 40, 1, 1, 0, "Will u b going to esplanade fr home?"
ham, 56, 4, 1, 3, "I think your mentor is , but not 100 percent sure."
spam, 126, 0, 2, 13, "Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698"
ham, 49, 0, 1, 0, "Many times we lose our best ones bcoz we are "
ham, 92, 3, 4, 0, "Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff."
ham, 317, 21, 9, 2, "Height of Confidence: All the Aeronautics professors wer calld & they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:if it is made by my students,this wont even start........ Datz confidence.."
ham, 162, 14, 16, 0, "Ever green quote ever told by Jerry in cartoon A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
ham, 28, 6, 0, 0, ":( but your not here...."
ham, 39, 0, 1, 0, "So when you gonna get rimac access "
ham, 62, 2, 3, 0, "Can not use foreign stamps in this country. Good lecture ."
ham, 36, 1, 1, 0, "Pls pls find out from aunt nike."
ham, 578, 26, 25, 1, "Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that  #  lac crore of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  #  yrs. Can give  #  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  #  social projects. Every citizen can get monthly  # /- for  #  yrs. No need of World Bank & IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."
ham, 51, 3, 4, 0, "Ok. Very good. Its all about making that money."
spam, 107, 4, 0, 15, "our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321."
ham, 32, 2, 1, 2, "Sure, whenever you show up"
ham, 102, 3, 2, 2, "Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?"
ham, 69, 4, 3, 0, "Hello- thanx for taking that call. I got a job! Starts on monday!"
ham, 84, 3, 2, 0, "Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke "
ham, 29, 2, 1, 0, "Now press conference da:)"
ham, 42, 5, 1, 0, "No message..no responce..what happend?"
ham, 10, 0, 6, 0, "ALRITE"
ham, 43, 3, 6, 0, "Hi! This is Roger from CL. How are you?"
ham, 142, 4, 4, 0, "Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know"
ham, 22, 2, 1, 0, "Thinking of u ;) x"
ham, 196, 9, 6, 0, "Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + # . Dont miss a delicious treat."
ham, 45, 4, 2, 0, "Ok, be careful ! Don't text and drive !"
ham, 54, 5, 3, 0, "Aiyah then i wait lor. Then u entertain me. Hee..."
spam, 86, 1, 7, 11, "Please CALL 08712402972 immediately as there is an urgent message waiting for you"
ham, 50, 2, 2, 0, "Loosu go to hospital. De dont let it careless."
ham, 29, 2, 2, 0, "Yes i thought so. Thanks."
ham, 145, 12, 6, 0, "Geeee ... I miss you already, you know ? Your all I can think about. I can't wait till next year when we will be together ... *loving kiss*"
ham, 64, 3, 3, 0, "Compliments to you. Was away from the system. How your side."
spam, 79, 3, 12, 9, "Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA"
ham, 67, 3, 3, 2, "Thought praps you meant another one. Goodo! I'll look tomorrow "
ham, 73, 10, 5, 1, "Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham, 78, 5, 4, 0, "She's fine. Good to hear from you. How are you my dear? Happy new year oh."
spam, 137, 3, 13, 4, "As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP"
ham, 31, 1, 2, 0, "When/where do I pick you up"
ham, 147, 11, 3, 0, "Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham, 34, 1, 1, 0, "But you dint in touch with me."
ham, 58, 7, 3, 0, "Lol ... I knew that .... I saw him in the dollar store"
ham, 32, 2, 1, 0, "Ok omw now, you at castor?"
ham, 36, 1, 1, 0, "Sir send to group mail check it."
ham, 77, 2, 2, 0, "Doing my masters. When will you buy a bb cos i have for sale and how's bf"
ham, 61, 2, 2, 0, "Cool. So how come you havent been wined and dined before?"
ham, 51, 4, 2, 0, "No need to buy lunch for me.. I eat maggi mee.."
ham, 28, 1, 1, 0, "He is a womdarfull actor"
ham, 35, 0, 1, 0, "I see a cup of coffee animation"
ham, 43, 1, 2, 0, "You bad girl. I can still remember them"
ham, 29, 2, 2, 0, "Fine. Do you remember me."
ham, 39, 0, 9, 0, "At WHAT TIME should i come tomorrow"
ham, 143, 7, 5, 0, "Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you"
ham, 96, 3, 3, 1, "Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh."
ham, 71, 4, 10, 0, "Joy's father is John. Then John is the NAME of Joy's father. Mandan"
spam, 86, 1, 5, 11, "Please CALL 08712402578 immediately as there is an urgent message waiting for you"
